insee	libelle1	libelle2	voie_num	voie_type	voie_nom	local	voie	CPBIBLIO	CEDEXB	BP	ville	DEPT	REGION	population_legale	
74004	BIBLIOTHEQUE D'ALLEVES					MAIRIE		74540			Allèves	74	82	360	
74006	bibliothèque d'Allonzier la Caille					route de sous le mont		74350			Allonzier-la-Caille	74	82	1487	
74007	BIBLIOTHEQUE MUNICIPALE		197	RUE	DES LUTINS		197 RUE DES LUTINS	74800			Amancy	74	82	1977	
74008	BiMA	Bibliothèque municipale d'Ambilly	23	Rue	de Genève		23 Rue de Genève	74100			Ambilly	74	82	5974	
74010	BONLIEU		1	av	Jean Jaurès		1 av Jean Jaurès	74007	BP 291		Annecy	74	82	139858	
74012	BIBLIOTHEQUE MUNICIPALE	PIERRE GOY	4	Place du	Clos Fleury		4 Place du Clos Fleury	74100			Annemasse	74	82	31092	
74013	BIBLIOTHEQUE MUNICIPALE	AU FIL DES MOTS	6	RUE	DES PECHEURS		6 RUE DES PECHEURS	74200			Anthy-sur-Léman	74	82	2049	
74014	CENTRE CULTUREL DE FLAINE	BIBLIOTHEQUE				Galerie Forum		74300			Arâches-la-Frasse	74	82	1885	
74018	BIBLIOTHEQUE MUNICIPALE		25	ROUTE DE	BONNEVILLE	MAISON DES ASSOCIATIONS	25 ROUTE DE BONNEVILLE	74800			Arenthon	74	82	1470	
74019	BIBLIOTHEQUE MUNICIPALE	JEAN COLLONGE	4	Route	SOUS CONVERS		4 Route SOUS CONVERS	74370			Argonay	74	82	2519	
74020	BIBLIOTHEQUE MUNICIPALE		202	ROUTE	DU BOIS DE LA COUR	MAIRIE	202 ROUTE DU BOIS DE LA COUR	74200			Armoy	74	82	1153	
74022	BIBLIOTHEQUE MUNICIPALE							74570			Aviernoz	74	82	789	
74025	BIBLIOTHEQUE MUNICIPALE		55	CHEMIN	DE L'EGLISE		55 CHEMIN DE L'EGLISE	74140			Ballaison	74	82	1320	
74026	BIBLIOTHEQUE MUNICIPALE	MAIRIE	13	ROUTE	DE CHOISY	BP 44	13 ROUTE DE CHOISY	74331		BP 44	La Balme-de-Sillingy	74	82	4973	
74030	BIBLIOTHEQUE	MAIRIE						74430			La Baume	74	82	260	
74031	BIBLIOTHEQUE DU CHABLE-BEAUMONT	LE CHABLE	71	GRAND'RUE			71 GRAND'RUE	74160			Beaumont	74	82	2062	
74032	BIBLIOTHEQUE MUNICIPALE	LIRE A BELLEVAUX				"IMMEUBLE ""LES CONTAMINES"""		74470			Bellevaux	74	82	1355	
74033	BIBLIOTHEQUE	CHEF-LIEU						74500			Bernex	74	82	1210	
74034	ESPACE LIVRES DU BIOT					BUREAU DE POSTE / OFFICE TOURISME		74430			Le Biot	74	82	455	
74035	BIBLIOTHEQUE DE BLOYE			PLACE	DE L'EGLISE	FOYER RURAL	PLACE DE L'EGLISE	74150			Bloye	74	82	515	
74037	MEDIATHEQUE INTERCOMMUNALE			RUE	DE SAXEL	MAISON DES ASSOCIATIONS	RUE DE SAXEL	74420	0		Boëge	74	82	7094	
74038	Bibliothèque de Bogève					Le Bourg		74250			Bogève	74	82	1086	
74040	Médiathèque de Bonne		194	avenue	du Léman		194 avenue du Léman	74380			Bonne	74	82	2739	
74042	MEDIATHEQUE DE LA COMMUNAUTE DE COMMUNES FAUCIGNY GLIERES		55	RUE	DU CARROZ		55 RUE DU CARROZ	74130			Bonneville	74	82	25220	
74043	BIBLIOTHEQUE MUNICIPALE		46	avenue du leman		MAIRIE	46 avenue du leman	74890			Bons-en-Chablais	74	82	4779	
74046	BIBLIOTHEQUE	CHEF-LIEU						74150			Boussy	74	82	464	
74048	Bibliothèque La joie de lire		839	Route	d'Annemasse	c/o Bernadette Lepan	839 Route d'Annemasse	74890			Brenthonne	74	82	864	
74051	bibliotheque municipale					mairie		74350			Cercier	74	82	576	
74053	Bibliothèque municipale Espage			Place	Rouge	Mairie	Place Rouge	74550			Cervens	74	82	1051	
74054	BIBLIOTHEQUE MUNICIPALE DE CHAINAZ LES FRASSES					CHEF LIEU		74540			Chainaz-les-Frasses	74	82	611	
74055	BIBLIOTHEQUE DE CHALLONGES	MAIRIE         MARCHAND  Béatrice	14			PLACE DE BOUCHAMP	14	74910			Challonges	74	82	459	
74056	BIBLIOTHEQUE CC CHAMONIX-MONT-BLANC	Centrale de CHAMONIX	99	ROUTE	DE LA PATINOIRE	BP57	99 ROUTE DE LA PATINOIRE	74402	CEDEX		Chamonix-Mont-Blanc	74	82	13916	
74057	BIBLIOTHEQUE MUNICIPALE DE CHAMPANGES		6A	RUE	DE SAVOIE		6A RUE DE SAVOIE	74500			Champanges	74	82	882	
74058	BIBLIOTHEQUE MILLEFEUILLE					CHEF LIEU		74360			La Chapelle-d'Abondance	74	82	825	
74059	BIBLIOTHEQUE MUNICIPALE	CHEF-LIEU						74800			La Chapelle-Rambaud	74	82	219	
74061	"BIBLIOTHEQUE ""AU COIN DU LIVRE"""	CHEF-LIEU				HOTEL DE VILLE		74540			Chapeiry	74	82	779	
74062	BIBLIOTHEQUE MUNICIPALE DE CHARVONNEX		663	ROUTE DE L'EGLISE			663 ROUTE DE L'EGLISE	74370			Charvonnex	74	82	1021	
74064	BIBLIOTHEQUE MUNICIPALE		15	PLACE	DE LA MAIRIE	ECOLE	15 PLACE DE LA MAIRIE	74300			Châtillon-sur-Cluses	74	82	1169	
74065	BIBLIOTHEQUE MUNICIPALE DE CHAUMONT					CHEF LIEU		74270			Chaumont	74	82	413	
74066	"BIBLIOTHEQUE MUNICIPALE ""LA CABANE A LIRE"""	P/O MAIRIE						74270			Chavannaz	74	82	187	
74067	"Bibliothèque ""Au pré de mon livre"""		57	route	du Crêt d'Esty		57 route du Crêt d'Esty	74650			Chavanod	74	82	2372	
74070	BIBLIOTHEQUE DU FOYER DES JEUNES ET D'EDUCATION POPULAIRE		1053	RUE	DU LEMAN		1053 RUE DU LEMAN	74140			Chens-sur-Léman	74	82	1773	
74073	Bibliothèque Municipale de Chevenoz					Chef-Lieu		74500			Chevenoz	74	82	565	
74075	BIBLIOTHEQUE MUNICIPALE	CHEF-LIEU						74270			Chilly	74	82	1118	
74076	BIBLIOTHEQUE	CHEF-LIEU						74330			Choisy	74	82	1600	
74078	BIBLIOTHEQUE MUNICIPALE DE CLERMONT ET DROISY	CHEF-LIEU						74270			Clermont	74	82	399	
74081	MEDIATHEQUES MUNICIPALES		1	PLACE	CHARLES DE GAULLE	MAIRIE DE CLUSES	1 PLACE CHARLES DE GAULLE	74302	Cédex		Cluses	74	82	18423	
74082	BIBLIOTHEQUE MUNICIPALE PAUL TAPPONNIER		327	RUE	VERDI		327 RUE VERDI	74160			Collonges-sous-Salève	74	82	3685	
74083	BIBLIOTHEQUE MUNICIPALE		86	Route	de la mairie		86 Route de la mairie	74920			Combloux	74	82	2184	
74084	BIBLIOTHEQUE DU COLPORTEUR	MAIRIE						74210			Cons-Sainte-Colombe	74	82	341	
74085	bibliothèque municipale Mot à mot		76	chemin des écoles			76 chemin des écoles	74170			Les Contamines-Montjoie	74	82	1220	
74087	Bibliothèque	Du Château	230			Route du Château	230	74130			Contamine-sur-Arve	74	82	1701	
74088	BIBLIOTHEQUE	PASSAGE DE L'ECOLE						74350			Copponex	74	82	805	
74090	"BIBLIOTHEQUE ""LIRE A CORNIER"""	PLACE DU TILLEUL						74800			Cornier	74	82	1095	
74091	BIBLIOTHEQUE DE LA COTE D'ARBROZ	(Dépôt de livres)				Chef Lieu		74110			La Côte-d'Arbroz	74	82	259	
74093	BIBLIOTHEQUE MUNICIPALE		3	RUE	DES TISSERANDS	LA TURBINE	3 RUE DES TISSERANDS	74960			Cran-Gevrier	74	82	16795	
74094	BIBLIOTHEQUE MUNICIPALE LOUIS BRIFFOD		49	RUE	DU CLOS DES MESANGES		49 RUE DU CLOS DES MESANGES	74380			Cranves-Sales	74	82	5306	
74096	BIBLIOTHEQUE INTERCOMMUNALE ANDRE DUSSOLLIER		44	RUE	DES GRANDS CHAMPS		44 RUE DES GRANDS CHAMPS	74350			Cruseilles	74	82	12344	
74097	BIBLIOTHEQUE	FOYER COMMUNAL						74540			Cusy	74	82	1729	
74098	BIBLIOTHEQUE		59	ROUTE	DE FERRIERES		59 ROUTE DE FERRIERES	74350			Cuvat	74	82	977	
74100	BIBLIOTHEQUE MUNICIPALE DE DESINGY		1	Place	Saint Laurent	Mairie	1 Place Saint Laurent	74270			Desingy	74	82	747	
74102	BIBLIOTHEQUE D'LIRE		93	PLACE	DE L'EGLISE		93 PLACE DE L'EGLISE	74230			Dingy-Saint-Clair	74	82	1293	
74103	Médiathèque de Domancy		385	route	de Létraz	La Tour Carrée	385 route de Létraz	74700			Domancy	74	82	1868	
74104	BIBLIOTHEQUE INTERCOMUNALE	DOUSSARD LATHUILE CHEVALINE	50	Place	de la Mairie	HOTEL DE VILLE	50 Place de la Mairie	74210			Doussard	74	82	3493	
74105	BIBLIOTHEQUE MUNICIPALE			AVENUE	DU STADE		AVENUE DU STADE	74140			Douvaine	74	82	4864	
74109	BIBLIOTHEQUE MUNICIPALE		243	Allée	Des Rippes	FIOLAZ	243 Allée Des Rippes	1200			Eloise	74	82	886	
74110	BIBLIOTHEQUE MUNICIPALE	MAIRIE ENTREMONT						74130			Entremont	74	82	604	
74112	BIBLIOTHEQUE MUNICIPALE	LA LYAUDE	2	RUE	DE LA REPUBLIQUE		2 RUE DE LA REPUBLIQUE	74330			Epagny	74	82	3896	
74116	BIBLIOTHÈQUE MÉDIATHÈQUE MUNICIPALE D'ETEAUX		263	ROUTE DU CHEF LIEU			263 ROUTE DU CHEF LIEU	74800			Etaux	74	82	1696	
74118	Bibliotheque municipale		110	chemin des Jardins		Etrembieres	110 chemin des Jardins	74100			Etrembières	74	82	1854	
74119	MEDIATHEQUE MUNICIPALE RAMUZ			RUE	RUE DU PORT	PALAIS LUMIERE	RUE RUE DU PORT	74500			Evian-les-Bains	74	82	8366	
74120	BIBLIOTHEQUE MUNICIPALE D'EVIRES	Le Presbytère				CHEF-LIEU		74570			Evires	74	82	1305	
74122	"Bibliothèque ""Des livres et vous"""					Le biollet		74130			Faucigny	74	82	497	
74123	MEDIATHEQUE MUNICIPALE	LE RELAIS DE LA POSTE	29	RUE	SIMON TISSOT-DUPONT		29 RUE SIMON TISSOT-DUPONT	74210			Faverges	74	82	6880	
74124	Bibliothèque  Abel Jacquet		89	Chemin	pose des bois		89 Chemin pose des bois	74160			Feigères	74	82	1444	
74127	BIBLIOTHEQUE MUNICIPALE FETERNES							74500			Féternes	74	82	1324	
74128	Bibliothèque de Fillinges		68-70			chemin de la ferme Saillet	68-70	74250			Fillinges	74	82	3120	
74130	BIBLIOTHEQUE MUNICIPALE		198			RUE DE L'EGLISE	198	74910			Franclens	74	82	466	
74131	BIBLIOTHEQUE MUNICIPALE			RUE	DU GRAND PONT	MAIRIE	RUE DU GRAND PONT	74270			Frangy	74	82	1975	
74134	Bibliothèque Lire aux Gets		2813	route	des Grandes Alpes	Salle de la Colombière	2813 route des Grandes Alpes	74260			Les Gets	74	82	1316	
74135	BIBLIOTHEQUE MUNICIPALE							74210			Giez	74	82	626	
74137	BIBLIOTHEQUE MUNICIPALE DE GROISY		40	ROUTE	DE L'ALLEE		40 ROUTE DE L'ALLEE	74570			Groisy	74	82	3105	
74138	"BIBLIOTHEQUE ""GRUFFY BOUQUINE"""	CHEF-LIEU						74540			Gruffy	74	82	1428	
74139	Bibliotheque Municipale					Chef Lieu		74420			Habère-Lullin	74	82	840	
74140	BIBLIOTHEQUE MUNICIPALE	MAIRIE - CHEF-LIEU						74420			Habère-Poche	74	82	1229	
74141	bibliothèque municipale			route	d'annecy	chef lieu	route d'annecy	74150			Hauteville-sur-Fier	74	82	821	
74142	"BIBLIOTHEQUE MUNICIPALE ""La Libr'Héry"""			Chemin des Ecoliers			Chemin des Ecoliers	74540			Héry-sur-Alby	74	82	913	
74145	BIBLIOTHEQUE	MAIRIE						74100			Juvigny	74	82	662	
74146	Bibliotheque municipale de larringes		17	place	du village		17 place du village	74500			Larringes	74	82	1240	
74148	BIBLIOTHEQUE	CHEF-LIEU						74320			Leschaux	74	82	269	
74150	Bibliothèque Municipale		1	Grande Rue			1 Grande Rue	74140			Loisin	74	82	1389	
74151	BIMUL - BIBLIOTHEQUE MUNICIPALE DE LORNAY			CHEF LIEU			CHEF LIEU	74150			Lornay	74	82	470	
74152	BIBLIOTHEQUE		68	ROUTE	DES GORGES		68 ROUTE DES GORGES	74330			Lovagny	74	82	1138	
74153	Bibliothèque Municipale Michel Butor		188		place de l'église		188   place de l'église	74380			Lucinges	74	82	1541	
74154	BIBLIOTHEQUE MUNICIPALE	2 PLACE DE LA MAIRIE						74500			Lugrin	74	82	2263	
74155	Bibliothèque municipale de Lullin					Le Marie-Gabriel Chef lieu		74470			Lullin	74	82	791	
74159	BIBLIOTHEQUE MUNICIPALE		110	PLACE	DE L'EGLISE		110 PLACE DE L'EGLISE	74300			Magland	74	82	3087	
74160	BIBLIOTHEQUE M'LIRE	CHEF-LIEU						74230			Manigod	74	82	933	
74161	BIBLIOTHEQUE MUNICIPALE		31	PLACE DE	L'ALBANAIS		31 PLACE DE L'ALBANAIS	74150			Marcellaz-Albanais	74	82	1763	
74162	BIBLIOTHEQUE MUNICIPALE	MUSICOLIVRES	3	PLACE	DE LA MAIRIE		3 PLACE DE LA MAIRIE	74250			Marcellaz	74	82	776	
74163	BIBLIOTHEQUE MUNICIPALE DE MARGENCEL		2	ROUTE	DES FREGATES	MAIRIE	2 ROUTE DES FREGATES	74200			Margencel	74	82	1799	
74164	BIBLIOTHEQUE MUNICIPALE		64	RUE	DES MERISIERS		64 RUE DES MERISIERS	74970			Marignier	74	82	6314	
74166	BIBLIOTHEQUE MUNICIPALE DE MARIN		256	chemin du stade			256 chemin du stade	74200			Marin	74	82	1555	
74168	"bibliothèque ""chemins de traverse"""					chemin de la Perouse		74270			Marlioz	74	82	660	
74169	BIBLIOTHEQUE MUNICIPALE		112	RUE	DES BERGES	LA PYRAMIDE	112 RUE DES BERGES	74460			Marnaz	74	82	5369	
74171	BIBLIOTHEQUE MUNICIPALE	MAIRIE				ROUTE DE L'EGLISE		74140			Massongy	74	82	1341	
74172	BIBLIOTHEQUE - MEDIATHEQUE MUNICIPALE		255	RUE	DU MIROIR		255 RUE DU MIROIR	74500			Maxilly-sur-Léman	74	82	1277	
74173	MEDIATHEQUE		247	ROUTE	DU PALAIS DES SPORTS	PARVIS ANDRE MOLLARD	247 ROUTE DU PALAIS DES SPORTS	74120			Megève	74	82	4040	
74174	"BIBLIOTHEQUE MUNICIPALE ""AU PAYS DES LIVRES"""							74490			Mégevette	74	82	509	
74179	BIBLIOTHEQUE	CHEF-LIEU						74330			Mésigny	74	82	700	
74180	BIBLIOTHEQUE					MAIRIE		74140			Messery	74	82	2112	
74181	BIBLIOTHEQUE MUNICIPALE	LA CRYPTE AUX LIVRES	15	RUE	DE LA GRENETTE		15 RUE DE LA GRENETTE	74370			Metz-Tessy	74	82	2642	
74182	MEDIATHEQUE LOUISE MICHEL		5	RUE	FRANCOIS VERNEX	IMMEUBLE LE RABELAIS	5 RUE FRANCOIS VERNEX	74960			Meythet	74	82	8539	
74184	L'Entre deux Ponts					Pont fornant		74270			Minzier	74	82	813	
74185	BIBLIOTHEQUE MUNICIPALE	DE MONNETIER MORNEX - ESSERTS - SALEVE	1722	ROUTE	DU SALEVE	MAIRIE	1722 ROUTE DU SALEVE	74560			Monnetier-Mornex	74	82	2141	
74187	Bibliothèque		0			chef lieu	0	74210			Montmin	74	82	322	
74188	BIBLIOTHEQUE DE MONTRIOND		15		VIELLE ROUTE	MAIRIE	15   VIELLE ROUTE	74110			Montriond	74	82	837	
74189	BIBLIOTHEQUE-CLUB DES LOISIRS		600	RUE	DE LA GORGE DU CE		600 RUE DE LA GORGE DU CE	74130			Mont-Saxonnex	74	82	1584	
74191	BIBLIOTHEQUE MUNICIPALE	LE VIEUX PONT	7	CHEMIN	DE LA VIEILLE CRUSAZ	ASSOCIATION LA RENCONTRE	7 CHEMIN DE LA VIEILLE CRUSAZ	74110			Morzine	74	82	3028	
74192	BIBLIOTHEQUE MUNICIPALE	CHEF-LIEU						74150			Moye	74	82	1048	
74193	BIBLIOTHEQUE DE LA MURAZ	LES COTES DU FERNEX						74560			La Muraz	74	82	949	
74194	BIBLIOTHEQUE MUNICIPALE	MAIRIE - CHEF-LIEU						74540			Mûres	74	82	703	
74196	ASSOCIATION POINT VIRGULE					Ecole - Chef lieu		74300			Nancy-sur-Cluses	74	82	455	
74197	bibliothèque municipale		20	route des aiguillons			20 route des aiguillons	74380			Nangy	74	82	1235	
74198	BIBLIOTHEQUE EMILE GRANDCHAMPS	MAIRIE				PLACE DU CAPITAINE ANJOT		74370			Nâves-Parmelan	74	82	901	
74200	BIBLIOTHEQUE MUNICIPALE	LE MARQUE PAGE			MILLY	LE CLOS CHENEVIERE	MILLY	74500			Neuvecelle	74	82	2637	
74202	"BIBLIOTHEQUE ""LA FONTAINE AUX LIVRES"""		11	CHEMIN	DE L'ECOLE		11 CHEMIN DE L'ECOLE	74330			Nonglard	74	82	488	
74204	BIBLIOTHEQUE MUNICIPALE	LA SOURCE	1	PLACE	DE L'EGLISE		1 PLACE DE L'EGLISE	74370			Les Ollières	74	82	832	
74205	"BIBLIOTHEQUE ""LIRE C' EST MES ONNION"""					sous baz		74490			Onnion	74	82	1161	
74206	Bibliothèque Hal'Pages		21	route	du Col du Feu	Le Clos des Hermones	21 route du Col du Feu	74550			Orcier	74	82	819	
74209	BIBLIOTHEQUE MUNICIPALE		126	RUE	DES ECOLES		126 RUE DES ECOLES	74250			Peillonnex	74	82	1368	
74210	MEDIATHEQUE MUNICIPALE ATOUT LIRE		45		PLACE DE LA MAIRIE	IMMEUBLE LES RAVONEAUX	45   PLACE DE LA MAIRIE	74550			Perrignier	74	82	1601	
74211	BIBLIOTHEQUE MUNICIPALE		95	route	de l'église	centre communal d'animation	95 route de l'église	74930			Pers-Jussy	74	82	2574	
74213	BIBLIOTHEQUE MUNICIPALE	LE FORUM	151	RUE	CHARLES PERRAULT		151 RUE CHARLES PERRAULT	74330			Poisy	74	82	6597	
74215	Bibliothèque Praline	B.P. 27						74120			Praz-sur-Arly	74	82	1391	
74217	La Bouquinerie					Place Georges Boileau		74370			Pringy	74	82	3566	
74218	BIBLIOTHEQUE MUNICIPALE	ANNA DE NOAILLES	990	AVENUE	DE LA RIVE		990 AVENUE DE LA RIVE	74500			Publier	74	82	6359	
74220	Médiathèque de Reignier-Esery		235	Rue	du Collège		235 Rue du Collège	74930			Reignier-Esery	74	82	6547	
74221	POINT A LA LIGNE					PRALONG PRESBYTERE		74950			Le Reposoir	74	82	493	
74222	BIBLIOTHEQUE	MAIRIE				CHARRIERE		74200			Reyvroz	74	82	473	
74224	"Bibliothèque ""A livre ouvert"""			Place	Andrevetan	Maison du Pays rochois	Place Andrevetan	74800			La Roche-sur-Foron	74	82	10415	
74225	MEDIATHEQUE	QUAI DES ARTS	1	RUE	FILATERIE	PLACE D'ARMES	1 RUE FILATERIE	74150			Rumilly	74	82	13776	
74229	bibliothèque municipale		963	rue	des allobroges		963 rue des allobroges	74140			Saint-Cergues	74	82	3118	
74231	"BIBLIOTHEQUE ""CHOUETTE ON LIT"""					MAIRIE DE SAINT EUSEBE		74150			Saint-Eusèbe	74	82	445	
74233	Bibliothèque		44	place de l'église			44 place de l'église	74540			Saint-Félix	74	82	2095	
74234	Bibliothèque Municipale de Saint-Ferréol					rue du Pré de Foire		74210			Saint-Ferréol	74	82	878	
74235	BIBLIOTHEQUE MUNICIPALE	SIEGE : CHEZ CLAIRE VUICHARD	361	ROUTE	DES TRAINE-BATON		361 ROUTE DES TRAINE-BATON	74910			Saint-Germain-sur-Rhône	74	82	393	
74236	BIBLIOTHEQUE MUNICIPALE		450	AVENUE	DU MONT D'ARBOIS		450 AVENUE DU MONT D'ARBOIS	74170			Saint-Gervais-les-Bains	74	82	5819	
74238	BIBLIOTHEQUE MUNICIPALE	CENTRE DE LOISIRS ALEXIS LEAUD						74430			Saint-Jean-d'Aulps	74	82	1207	
74241	BIBLIOTHEQUE MUNICIPALE		22	RUE	DES ECOLES	CLOS RUPHY	22 RUE DES ECOLES	74490			Saint-Jeoire	74	82	3233	
74242	BIBLIOTHEQUE FOYER D'ANIMATION DU LAUDON		77	ROUTE	DU LAUDON		77 ROUTE DU LAUDON	74410			Saint-Jorioz	74	82	5944	
74243	bibliotheque municipale		2	avenue	genève	espace Jules Ferry	2 avenue genève	74160			Saint-Julien-en-Genevois	74	82	11614	
74244	BIBLIOTHEQUE MUNICIPALE	PLACE DE LA MAIRIE						74800			Saint-Laurent	74	82	787	
74245	Bibliothèque municipale					Espace Baussand		74330			Saint-Martin-Bellevue	74	82	2398	
74249	BIBLIOTHEQUE INTERCOMMUNALE	DU PAYS DE GAVOT	701		GREMEY	Route du Collège	701   GREMEY	74500			Saint-Paul-en-Chablais	74	82	2150	
74250	BIBLIOTHEQUE MEDIATHEQUE MUNICIPALE		130	RUE	DES PLANTEES		130 RUE DES PLANTEES	74800			Saint-Pierre-en-Faucigny	74	82	6001	
74252	"BIBLIOTHEQUE ""LA LYRE A LIRE"""	PLACE DE LA LYRE						74300			Saint-Sigismond	74	82	676	
74254	BIBLIOTHEQUE DE SAINT SYLVESTRE	S/C MAIRIE DE SAINT SYLVESTRE				LE CRET		74540			Saint-Sylvestre	74	82	614	
74256	BIBLIOTHEQUE MUNICIPALE		9	route de	Doran	Immeuble le Saint-Roch	9 route de Doran	74700			Sallanches	74	82	16216	
74257	BIBLIOTHEQUE MUNICIPALE	PLACE DU VILLAGE						74270			Sallenôves	74	82	587	
74258	Médiathèque municipale François Désarnod		4	route	de Taninges	Immeuble Le Petit Bellevue	4 route de Taninges	74340			Samoëns	74	82	2384	
74260	"Bibliothèque ""L'ours qui lit"""					chef-lieu		74520			Savigny	74	82	706	
74263	BIBLIOTHEQUE	FOYER CULTUREL DE SCIEZ	184	ROUTE	D'EXCENEVEX	FOYER CULTUREL	184 ROUTE D'EXCENEVEX	74140			Sciez	74	82	5281	
74264	MEDIATHEQUE		2	PLACE	DU FORON	BP 108	2 PLACE DU FORON	74953	CEDEX		Scionzier	74	82	7052	
74267	BIBLIOTHEQUE		2000	ROUTE	D'ALBERTVILLE		2000 ROUTE D'ALBERTVILLE	74320			Sévrier	74	82	4026	
74268	MEDIATHEQUE MUNICIPALE		1	PLACE	DE L'HOTEL DE VILLE		1 PLACE DE L'HOTEL DE VILLE	74600	CEDEX	BP 25	Seynod	74	82	18577	
74269	BIBLIOTHEQUE	VICTOR HUGO	2	CHEMIN	FONTAINE		2 CHEMIN FONTAINE	74910			Seyssel	74	82	2158	
74270	BIBLIOTHEQUE MUNICIPALE SEYTHENEX	MAIRIE	34		PLACE DE LA MAIRIE	CHEF LIEU	34   PLACE DE LA MAIRIE	74210			Seythenex	74	82	608	
74271	Bibliothèque de Seytroux					chef lieu		74430			Seytroux	74	82	391	
74272	"BIBLIOTHEQUE ""LA RUCHE AUX LIVRES"""		350	ROUTE	DES ECOLES		350 ROUTE DES ECOLES	74330			Sillingy	74	82	3676	
74276	BIBLIOTHEQUE M.J.C.		105	AVENUE	DES THEZIERES		105 AVENUE DES THEZIERES	74440			Taninges	74	82	3536	
74278	Bibliothèque Municipale de Thyez		269	avenue	des Sorbiers		269 avenue des Sorbiers	74300			Thyez	74	82	5790	
74279	"BIBLIOTHEQUE ""LES AMIS DE LA BIBLIOTHEQUE"""	CHEF-LIEU						74500			Thollon-les-Mémises	74	82	708	
74280	BIBLIOTHEQUE MUNICIPALE		2	RUE	BLANCHE		2 RUE BLANCHE	74230			Thônes	74	82	6127	
74281	MEDIATHEQUE MUNICIPALE		2	Place	du Marché	BP 159	2 Place du Marché	74200		BP 519	Thonon-les-Bains	74	82	34121	
74282	BIBLIOTHEQUE DU VIEUX CHÊNE	MJC DE LA FILLIERE	129	rue des Fleuries			129 rue des Fleuries	74570			Thorens-Glières	74	82	3103	
74283	BIBLIOTHEQUE		251	RUE	DE L'ECOLE		251 RUE DE L'ECOLE	74150			Thusy	74	82	892	
74284	BIBLIOTHEQUE COMMUNALE DE LA TOUR					CHEF LIEU		74250			La Tour	74	82	1228	
74285	bibliotheque  d usinens					batiment ecole		74910			Usinens	74	82	369	
74286	BIBLIOTHEQUE	FOYER RURAL				CHEF-LIEU		74360			Vacheresse	74	82	777	
74288	BIBLIOTHEQUE MUNICIPALE		85	RUE	DE LA GARE	B.P. 27	85 RUE DE LA GARE	74520		BP 27	Valleiry	74	82	3097	
74289	BIBLIOTHEQUE MUNICIPALE	PLACE DE L'EGLISE						74150			Vallières	74	82	1418	
74293	MEDIATHEQUE MUNICIPALE		170	ROUTE	DU CHABLAIS		170 ROUTE DU CHABLAIS	74140			Veigy-Foncenex	74	82	3366	
74295	BIBLIOTHEQUE	MAIRIE				CHEF-LIEU		74200			La Vernaz	74	82	299	
74296	BIBLIOTHEQUE DE VERS		31	ROUTE	DE VALLEIRY		31 ROUTE DE VALLEIRY	74160			Vers	74	82	645	
74302	BIBLIOTHEQUE MUNICIPALE	MAIRIE						74230			Les Villards-sur-Thônes	74	82	1018	
74303	BIBLIOTHEQUE MUNICIPALE			RUE	DU PORCHERON	MAIRIE	RUE DU PORCHERON	74370			Villaz	74	82	2580	
74305	MEDIATHEQUE MUNICIPALE		11	PLACE	DU PORTE-BONHEUR	BP 400	11 PLACE DU PORTE-BONHEUR	74100	8		Ville-la-Grand	74	82	7574	
74307	Bibliothèque de Villy le Pelloux					place de la mairie		74350			Villy-le-Pelloux	74	82	592	
74308	BIBLIOTHEQUE MUNICIPALE	IMMEUBLE LA SAVOYARDE						74500			Vinzier	74	82	812	
74309	BIBLIOTHEQUE MUNICIPALE DE VIRY	VIRY-LIRE	73	CHEMIN	VY-DARRI	BP 18	73 CHEMIN VY-DARRI	74580		BP 18	Viry	74	82	3564	
74310	BIBLIOTHEQUE	MAIRIE				RUE DES ECOLES		74540			Viuz-la-Chiésaz	74	82	1289	
74311	BIBLIOTHEQUE CULTUR'EVASION		34		RUE DES ECOLES		34   RUE DES ECOLES	74250			Viuz-en-Sallaz	74	82	3937	
74312	"Bibliothèque Municipale ""à livre ouvert"""		96	rue	Jules Ferry		96 rue Jules Ferry	74130			Vougy	74	82	1450	
74315	"BIBLIOTHEQUE ""Y'VOIR ET LIRE"""	PLACE DU THAY						74140			Yvoire	74	82	839	
75056	BUREAU DES BIBLIOTHEQUES ET DE LA LECTURE	DE LA VILLE DE PARIS	16	RUE	DES BLANCS-MANTEAUX		16 RUE DES BLANCS-MANTEAUX	75004	CEDEX 04		Paris	75	11	2233818	
76005	BIBLIOTHEQUE MUNICIPALE	GUY DE MAUPASSANT		RUE	MENDES FRANCE	MAIRIE	RUE MENDES FRANCE	76920			Amfreville-la-Mi-Voie	76	23	3097	
76045	Bibliothèque Municipale					Route d'Etennemare		76760			Auzouville L'esneval	76	23	353	
76057	MEDIATHEQUE MUNICIPALE	PIERRE MENDES-FRANCE		RUE	FRANCOIS MITTERRAND	BP12	RUE FRANCOIS MITTERRAND	76360		BP 2	Barentin	76	23	12555	
76069	BIBLIOTHEQUE MUNICIPALE		3	RUE	DU GENERAL DE GAULLE		3 RUE DU GENERAL DE GAULLE	76240			Belbeuf	76	23	2108	
76100	BIBLIOTHEQUE MUNICIPALE			PLACE	DE LA MAIRIE		PLACE DE LA MAIRIE	76116			Blainville-Crevon	76	23	1161	
76101	BIBLIOTHEQUE MUNICIPALE ODETTE CLERE					Place de l'Hôtel de Ville		76340			Blangy-sur-Bresle	76	23	3110	
