insee	libelle1	libelle2	voie_num	voie_type	voie_nom	local	voie	CPBIBLIO	CEDEXB	BP	ville	DEPT	REGION	population_legale	
1004	MEDIATHEQUE MUNICIPALE	LA GRENETTE	10	rue	Amédée Bonnet		10 rue Amédée Bonnet	1500			Ambérieu-en-Bugey	1	82	13272	
1005	BIBLIOTHEQUE MUNICIPALE D'AMBERIEUX EN DOMBES		2	route	du Gouverneur		2 route du Gouverneur	1330			Ambérieux-en-Dombes	1	82	1588	
1007	BIBLIOTHEQUE MUNCIPALE			RUE	DES RUETTES		RUE DES RUETTES	1500			Ambronay	1	82	2405	
1008	BIBLIOTHEQUE D'AMBUTRIX		9	ROUTE	DE TERNANT		9 ROUTE DE TERNANT	1500			Ambutrix	1	82	670	
1010	BIBLIOTHEQUE MUNICIPALE					RUE DES ECOLES		1350			Anglefort	1	82	934	
1014	Bibliotèque d'Arbent	Centre social et culturel d'Arbent	1400	Avenue	Général Andrea		1400 Avenue Général Andrea	1100			Arbent	1	82	3574	
1017	BIBLIOTHEQUE MUNICIPALE			RUE	DE L'USINE		RUE DE L'USINE	1230			Argis	1	82	425	
1021	Bibliothèque municipale					Rue Jean-Marie Vianney		1480			Ars-sur-Formans	1	82	1303	
1022	Bibliothèque municipale d'Artemare		19	rue	de la Croix Rousse		19 rue de la Croix Rousse	1510			Artemare	1	82	1124	
1024	BIBLIIOTHEQUE MUNICIPALE D'ATTIGNAT		317	RUE	DE L'EGLISE		317 RUE DE L'EGLISE	1340			Attignat	1	82	2720	
1025	BIBLIOTHEQUE MUNICIPALE	PLACE DE LA MAIRIE						1380			Bâgé-la-Ville	1	82	2952	
1026	BIBLIOTHEQUE MUNICIPALE		20	RUE	CONDAMNALE		20 RUE CONDAMNALE	1380			Bâgé-le-Châtel	1	82	870	
1027	Bibliothèque Municipale		1		Place de la Mairie		1   Place de la Mairie	1360			Balan	1	82	2453	
1029	Bibliothèque Beaupont Domsure					Le bourg		1270			Beaupont	1	82	570	
1030	Bibliothèque municipale		224	Rue	Hector Berlioz		224 Rue Hector Berlioz	1480			Beauregard	1	82	900	
1032	BIBLIOTHEQUE COMMUNALE		2343	ROUTE	DAUPHINE		2343 ROUTE DAUPHINE	1360			Béligneux	1	82	2941	
1033	MEDIATHEQUE LOIUS MIRAILLET		61	RUE	PLACE CHARLES DE GAULLE	PASSERELLE DES ARTS	PLACE CHARLES DE GAULLE	1202			Bellegarde-sur-Valserine	1	82	11753	
1034	BIBLIOTHEQUE MUNICIPALE			RUE	DES CORDELIERS	PALAIS EPISCOPAL	RUE DES CORDELIERS	1300			Belley	1	82	9181	
1036	Les amis de la ibliothèque de Belmont- Luthézieu					Mairie		1260			Belmont-Luthézieu	1	82	504	
1038	Bibliothèque municipale					Mairie. Le bourg		1370			Bény	1	82	760	
1040	BIBLIOTHEQUE DE BEREZIAT					LE BOURG		1340			Béréziat	1	82	397	
1043	BIBLIOTHEQUE DE BEYNOST		355	CHEMIN	DU MONDEROUX	VILLA MONDEROUX	355 CHEMIN DU MONDEROUX	1700			Beynost	1	82	4403	
1046	BIBLIOTHEQUE AVENIR DE BIZIAT					LE BOURG		1290			Biziat	1	82	784	
1047	BIBLIOTHEQUE MUNICIPALE					LE PRIEURE		1150			Blyes	1	82	925	
1049	BIBLIOTHEQUE COMMUNALE		358	RUE	JOSEPH GUINET		358 RUE JOSEPH GUINET	1120			La Boisse	1	82	2936	
1053	MEDIATHEQUE E. & R. VAILLAND		1	RUE DU MOULIN	DE BROU		1 RUE DU MOULIN DE BROU	1000			Bourg-en-Bresse	1	82	42346	
1054	BIBLIOTHEQUE MUNICIPALE					Place de la Mairie		1800			Bourg-Saint-Christophe	1	82	1111	
1057	BIBLIOTHEQUE MUNICIPALE					MAIRIE		1190			Boz	1	82	489	
1058	MEDIATHEQUE MUNICIPALE DE BREGNIER-CORDON	J'AIME LIRE		PLACE	DES SPORTS	Cité Intercommunale de l'Enfant	PLACE DES SPORTS	1300			Brégnier-Cordon	1	82	771	
1060	ESPACE LIVRES BRENOD					MAIRIE DE BRENOD		1110			Brénod	1	82	546	
1061	BIBLIOTHEQUE		454	RUE	DU CENTRE	MAIRIE	454 RUE DU CENTRE	1300			Brens	1	82	1022	
1063	Bibliohèque municipale			rue	du château	Mairie	rue du château	1460			Brion	1	82	526	
1065	BIBLIOTHEQUE MUNICIPALE DE BUELLAS					MAIRIE		1310			Buellas	1	82	1685	
1068	BIBLIOTHEQUE MUNICIPALE				PLACE DE LA MAIRIE		PLACE DE LA MAIRIE	1450			Cerdon	1	82	780	
1069	BIBLIOTHEQUE MUNICIPALE					CENTRE FESTIF		1240			Certines	1	82	1482	
1071	Bibliothèque Municipale de Cessy		450	Rue	de la mairie		450 Rue de la mairie	1170			Cessy	1	82	3776	
1072	BIBLIOTHEQUE MUNICIPALE			PLACE	JEAN MOULIN	HOTEL DE VILLE	PLACE JEAN MOULIN	1250			Ceyzériat	1	82	2694	
1074	BIBLIOTHEQUE MUNICIPALE			RUE DES FOSSES			RUE DES FOSSES	1320			Chalamont	1	82	2263	
1078	Bibliotheque Municipale		463	Rue de la Treille			463 Rue de la Treille	1630			Challex	1	82	1149	
1079	BIBLIOTHEQUE DU VALROMEY		3	PLACE	BRILLIAT-SAVARIN	MAISON DE PAYS	3 PLACE BRILLIAT-SAVARIN	1260		BP 3	Champagne-en-Valromey	1	82	4938	
1081	"Bibliothèque ""Le Champ du Livre"""		564	rue	des Burgondes		564 rue des Burgondes	1410	NC		Champfromier	1	82	678	
1082	ABC Chanay				Allée Izernore		Allée Izernore	1420			Chanay	1	82	638	
1083	BIBLIOTHEQUE DE CHANEINS/VALEINS							1990			Chaneins	1	82	856	
1084	BIBLIOTHEQUE MUNICIPALE					Mairie		1400			Chanoz-Châtenay	1	82	680	
1088	BIBLIOTHEQUE MUNICIPALE DE CHARNOZ SUR AIN					CHATEAU MESSIMY		1800			Charnoz-sur-Ain	1	82	925	
1089	BIBLIOTHEQUE MUNICIPALE					MAIRIE		1500			Château-Gaillard	1	82	1770	
1091	Bibliothèque municipale Le coin lecture		654	Rue	Aimé Bonneville		654 Rue Aimé Bonneville	1200			Châtillon-en-Michaille	1	82	3194	
1092	BIBLIOTHEQUE MUNICIPALE		248	ROUTE	DE GEVRIEUX		248 ROUTE DE GEVRIEUX	1320			Châtillon-la-Palud	1	82	1559	
1093	MEDIATHEQUE FRANCOIS EDOUARD	FRANCOIS EDOUARD	36	RUE	ALPHONSE BAUDIN	Centre Culturel	36 RUE ALPHONSE BAUDIN	1400			Châtillon-sur-Chalaronne	1	82	5133	
1096	Bibliothèque Municipale					Mairie		1660			Chaveyriat	1	82	930	
1099	BIBLIOTHEQUE MUNICIPALE					Place du Moyen-Age		1150			Chazey-sur-Ain	1	82	1413	
1102	BIBLIOTHEQUE MUNICIPALE					LE BOURG		1190			Chevroux	1	82	881	
1104	Bibliothèque Municipale							1410			Chézery-Forens	1	82	416	
1105	bibliothèque municipale				place de l'eglise		place de l'eglise	1390			Civrieux	1	82	1418	
1106	BIBLIOTHEQUE DE CIZE		2	RUE	PRINCIPALE	MAIRIE DE CIZE	2 RUE PRINCIPALE	1250			Cize	1	82	160	
1108	BIBLIOTHEQUE MUNICIPALE					Chemin des Ecoliers		1270			Coligny	1	82	1180	
1109	BIBLIOTHEQUE MUNICIPALE		60		GRAND' RUE		60   GRAND' RUE	1550			Collonges	1	82	1650	
1112	BIBLIOTHEQUE MUNICIPALE		44	ROUTE	DE LA COMBE DU VAL	MAIRIE DE CONDAMINE	44 ROUTE DE LA COMBE DU VAL	1430			Condamine	1	82	429	
1113	BIBLIOTHEQUE COMMUNALE					MAIRIE		1400			Condeissiat	1	82	766	
1114	Bibliothèque municipale					Maison de retraite Soeur Rosalie		1200			Confort	1	82	534	
1115	BIBLIOTHEQUE MUNICIPALE		22	ROUTE	DE CORNATON		22 ROUTE DE CORNATON	1310			Confrançon	1	82	1097	
1116	BIBLIOTHEQUE MUNICIPALE			ROUTE	DES ALPES		ROUTE DES ALPES	1300			Contrevoz	1	82	531	
1118	Bibliothèque Municipale de Corbonod		81	rue	de la poste		81 rue de la poste	1420			Corbonod	1	82	1173	
1119	BIBLIOTHEQUE DE CORCELLES	MAIRIE		RUE	PRINCIPALE		RUE PRINCIPALE	1110			Corcelles	1	82	229	
1123	"Association ""Lecture et Loisirs"" bibliothèque municipale."		100	rue	du jet d'eau		100 rue du jet d'eau	1290			Cormoranche-sur-Saône	1	82	1073	
1124	BIBLIOTHEQUE MUNICIPALE		50	PLACE	DE L ECOLE		50 PLACE DE L ECOLE	1560			Cormoz	1	82	555	
1125	Bibliothèque Municipale					Le village		1250			Corveissiat	1	82	572	
1127	BIBLIOTHEQUE BERNARD CLAVEL		2	RUE	DES VIGNES	MAIRIE DE COURMANGOUX	2 RUE DES VIGNES	1370			Courmangoux	1	82	503	
1129	BIBLIOTHEQUE DE CRANS				LES RAGONIERES	MAIRIE	LES RAGONIERES	1320			Crans	1	82	282	
1130	BIBLIOTHEQUE		20	PLACE	DU MARCHE		20 PLACE DU MARCHE	1340			Cras-sur-Reyssouze	1	82	1190	
1133	BIBLIOTHEQUE MUNICIPALE					MAIRIE		1350			Cressin-Rochefort	1	82	368	
1134	BIBLIOTHEQUE MUNICIPALE					ESPACE ARMAND VEILLE		1290		BP 44	Crottet	1	82	1767	
1135	Bibliothèque Municipale de Crozet					salle des Mouilles		1170			Crozet	1	82	1830	
1136	BIBLIOTHEQUE MINICIPALE		PLACE		DES COMBATTANTS POUR LA PAIX		PLACE   DES COMBATTANTS POUR LA PAIX	1290			Cruzilles-lès-Mépillat	1	82	808	
1138	Bibliothèque Municipale		30	Avenue	Poncet		30 Avenue Poncet	1350			Culoz	1	82	2988	
1140	BIBLIOTHEQUE DE CURTAFOND							1310			Curtafond	1	82	676	
1143	MEDIATHEQUE CORRESPONDANCES		181	AVENUE	DE LA PLAGE	L'ESPLANADE DU LAC	181 AVENUE DE LA PLAGE	1220			Divonne-les-Bains	1	82	8016	
1145	Bibliothèque municipale					impasse des écoles		1240			Dompierre-sur-Veyle	1	82	1222	
1148	BIBLIOTHEQUE MUNICIPALE DE DORTAN		2	RUE	DES ECOLES		2 RUE DES ECOLES	1590			Dortan	1	82	2152	
1149	BIBLIOTHEQUE MUNICIPALE DE DOUVRES					PLACE DE LA BABILIERE		1500			Douvres	1	82	965	
1150	Bibliothèque municipale de DROM			Place	Docteur Gaillard	Mairie	Place Docteur Gaillard	1250			Drom	1	82	193	
1151	BIBLIOTHEQUE DE DRUILLAT			PLACE	HENRI DUNANT	MAIRIE	PLACE HENRI DUNANT	1160			Druillat	1	82	1151	
1152	Bibliothèque du foyer rural					miribel		1130			Échallon	1	82	804	
1153	Bibliothèque municipale		89	rue	des Maures		89 rue des Maures	1170			Echenevex	1	82	1591	
1154	BIBLIOTHEQUE MUNICIPALE		16	RUE	DES CERISIERS		16 RUE DES CERISIERS	1340			Etrez	1	82	801	
1155	BIBLIOTHEQUE MUNICIPALE					MAIRIE		1230			Evosges	1	82	133	
1157	BIBLIOTHEQUE MUNICIPALE		77	CHEMIN	DES MUSICIENS		77 CHEMIN DES MUSICIENS	1480			Fareins	1	82	2091	
1159	BIBLIOTHEQUE MUNICIPALE		2	PLACE	DE L'EUROPE		2 PLACE DE L'EUROPE	1570			Feillens	1	82	3220	
1163	BIBLIOTHEQUE MUNICIPALE	PLACE DU CAROUGE	70	PLACE	DU CAROUGE		70 PLACE DU CAROUGE	1340			Foissiat	1	82	1888	
1167	Bibliothèque municipale		56	Rue	du centre		56 Rue du centre	1140			Garnerans	1	82	662	
1170	Bibliothèque de Béard-Géovreissiat			Route	de Béard	Mairie	Route de Béard	1460			Géovreissiat	1	82	943	
1171	Bibliothèque municipale			Place	de la mairie		Place de la mairie	1100			Géovreisset	1	82	935	
1173	BIBLIOTHEQUE MUNICIPALE DE GEX	MAIRIE DE GEX				B.P. 407		1174			Gex	1	82	9945	
1174	Bibliothèque de Giron					01130 Giron		1130			Giron	1	82	152	
1179	BIBLIOTHEQUE MUNICIPALE			Place de l'Eglise			Place de l'Eglise	1290			Grièges	1	82	1857	
1181	Bibliothèque communale			Rue	Hippolyte Jobin	Parc de loisirs	Rue Hippolyte Jobin	1100			Groissiat	1	82	1154	
1183	BIBLIOTHEQUE MUNICIPALE					Route de Thoissey		1090			Guéreins	1	82	1266	
1185	BIBLIOTHEQUE MUNICIPALE	CENTRE SOCIAL ET CULTUREL		PLACE	DU DOCTEUR LE TACON	BP 57	PLACE DU DOCTEUR LE TACON	1110			Hauteville-Lompnes	1	82	4327	
1187	Bibliothèque municipale		10	Rue	de la croix		10 Rue de la croix	1260			Hotonnes	1	82	318	
1189	BIBLIOTHEQUE MUNICIPALE					MAIRIE		1200			Injoux-Génissiat	1	82	1036	
1190	BIBLIOTHEQUE MUNICIPALE					MAIRIE		1680			Innimond	1	82	117	
1191	BIBLIOTHEQUE				GRANDE RUE		GRANDE RUE	1430			Izenave	1	82	155	
1192	BIBLIOTHEQUE MUNICIPALE		55	Rue	des écoles		55 Rue des écoles	1580			Izernore	1	82	2297	
1194	Médiathèque Simone Veil		43	Avenue	Léon-Marie Fournet		43 Avenue Léon-Marie Fournet	1480			Jassans-Riottier	1	82	6050	
1195	BIBLIOTHEQUE DE JASSERON	ENVIE DE LIRE		RUE	JULIEN MANISSIER		RUE JULIEN MANISSIER	1250			Jasseron	1	82	1453	
1196	BIBLIOTHEQUE COMMUNALE DE JAYAT					MAIRIE		1340			Jayat	1	82	1018	
1197	BIBLIOTHEQUE MUNICIPALE			PLACE	DE LA FONTAINE		PLACE DE LA FONTAINE	1250			Journans	1	82	332	
1199	BIBLIOTHEQUE MUNICIPALE					HÔTEL DE VILLE		1640			Jujurieux	1	82	2058	
1200	BIBLIOTHEQUE MUNICIPALE					MAIRIE DE LABALME		1450			Labalme	1	82	174	
1202	BIBLIOTHEQUE DE LAGNIEU		51	RUE CENTRALE			51 RUE CENTRALE	1150			Lagnieu	1	82	6843	
1203	BIBLIOTHEQUE MUNICIPALE		15	RUE	DES ECOLES	MAIRIE	15 RUE DES ECOLES	1290			Laiz	1	82	1135	
1205	Bibliothéque municipale de Lancrans		25	Grande rue		Mairie	25 Grande rue	1200			Lancrans	1	82	1058	
1206	BIBLIOTHEQUE		236		LES MONTAINES		236   LES MONTAINES	1430			Lantenay	1	82	263	
1209	Bibliothèque de Léaz		12	Rue	St Amand		12 Rue St Amand	1200			Léaz	1	82	535	
1210	Culture pour tous					La Cure		1410			Lélex	1	82	233	
1211	BIBLIOTHEQUE MUNICIPALE			PLACE	DE LA MAIRIE		PLACE DE LA MAIRIE	1240			Lent	1	82	1297	
1212	BIBLIOTHEQUE MUNICIPALE					LE BOURG		1560			Lescheroux	1	82	702	
1213	BIBLIOTHEQUE MUNICIPALE DE LEYMENT		78	RUE	DE LA MAIRIE		78 RUE DE LA MAIRIE	1150			Leyment	1	82	1282	
1219	BIBLIOTHEQUE MUNICIPALE DE LOMPNAZ	MAIRIE				LE VILLAGE		1680			Lompnas	1	82	160	
1224	BIBLIOTHEQUE MUNICIPALE	PAUL MAYET	3	RUE	VERCHERES	MAIRIE	3 RUE VERCHERES	1360			Loyettes	1	82	2474	
1228	Bibliothèque municipale		271	Rue	Saint Clair		271 Rue Saint Clair	1430			Maillat	1	82	668	
1229	BIBLIOTHEQUE MUNICIPALE	MALAFRETAZ LECTURE	0	NC	NC	MAIRIE	0 NC NC	1340	NC		Malafretaz	1	82	916	
1231	BIBLIOTHEQUE MUNICIPALE		1	RUE	DES GRANDS COURS		01 RUE DES GRANDS COURS	1570			Manziat	1	82	1951	
1232	BIBLIOTHEQUE MUNICIPALE  DE MARBOZ			Place	Carrouge		Place Carrouge	1851			Marboz	1	82	2224	
1235	BIBLIOTHEQUE MUNICIPALE			PLACE	DE LA MAIRIE		PLACE DE LA MAIRIE	1240			Marlieux	1	82	854	
1236	"BIBLIOTHEQUE ""LES AMIS DU LIVRE"""					LE BOURG		1340			Marsonnas	1	82	953	
1238	Bibliothèque de Massieux		146	Place de l'Eglise		mairie de Massieux	146 Place de l'Eglise	1600			Massieux	1	82	2431	
1241	BIBLIOTHEQUE MUNICIPALE					LE CHATEAU		1370			Meillonnas	1	82	1325	
1243	Bibliothèque municipale					Place de la Mairie		1480			Messimy-sur-Saône	1	82	1181	
1244	BIBLIOTHEQUE MUNICIPALE			CLOS	THEVENIN		CLOS THEVENIN	1800			Meximieux	1	82	7511	
1245	BIBLIOTHEQUE MUNICIPALE			RUE	DE L'EGLISE		RUE DE L'EGLISE	1250			Bohas-Meyriat-Rignat	1	82	853	
1246	BIBLIOTHEQUE MUNICIPALE							1160			Mézériat	1	82	2084	
1247	Bibliothèque Municipale			Rue	Dame Pernette		Rue Dame Pernette	1410			Mijoux	1	82	398	
1248	MEDIATHEQUE MUNICIPALE MIONNAY			PLACE	ALAIN CHAPEL	MAIRIE	PLACE ALAIN CHAPEL	1390			Mionnay	1	82	2156	
1250	Bibliothèque municipale					517 Grande rue		1600			Misérieux	1	82	1971	
1252	Bibliothèque Municipale de Mogneneins-Peyzieux sur Saône					Le Bourg		1140			Mogneneins	1	82	717	
1254	BIBLIOTHEQUE MUNICIPALE	ROUTE DU VILLAGE						1250			Montagnat	1	82	1640	
1260	BIBLIOTHEQUE MUNICIPALE	MAIRIE				LE VILLAGE		1800			Le Montellier	1	82	230	
1261	BIBLIOTHEQUE		590	GRANDE RUE			590 GRANDE RUE	1390			Monthieux	1	82	608	
1262	BIBLIOTHEQUE MUNICIPALE MONTLUEL		85	AVENUE	PIERRE CORMORECHE		85 AVENUE PIERRE CORMORECHE	1120	CEDEX	BP 129	Montluel	1	82	6955	
1263	Médiatheque de Montmerle sur saône					Place de la mairie		1090			Montmerle-sur-Saône	1	82	3872	
1264	BIBLIOTHEQUE INTERCOMMUNALE MONTRACOL MONTCET VANDEINS		24	ROUTE	DE MONTCET		24 ROUTE DE MONTCET	1310			Montracol	1	82	950	
1265	bibliothèque municipale		22	rue du Jura		Complexe Clairmidi	22 rue du Jura	1460			Montréal-la-Cluse	1	82	3643	
1266	MEDIATHEQUE DE LA COMMUNAUTE	DE COMMUNES DE MONTREVEL-EN-BRESSE		CLOS	BOSONI	CENTRE CULTUREL	CLOS BOSONI	1340			Montrevel-en-Bresse	1	82	15809	
1267	bibliotheque de Nurieux-Volognat		13	chemin	de la gare		13 chemin de la gare	1460			Nurieux-Volognat	1	82	1114	
1269	MEDIATHEQUE MUNICIPALE			AVENUE	DU DOCTEUR GREZEL		AVENUE DU DOCTEUR GREZEL	1130			Nantua	1	82	3795	
1271	MEDIATHEQUE DE NATTAGES		665	ROUTE	DE L'ECOLE	MAIRIE	665 ROUTE DE L'ECOLE	1300			Nattages	1	82	564	
1272	BIBLIOTHEQUE  MUNICIPALE			PLACE	DE LA MAIRIE	MAIRIE	PLACE DE LA MAIRIE	1400			Neuville-les-Dames	1	82	1545	
1273	BIBLIOTHEQUE MUNICIPALE					MAIRIE		1160			Neuville-sur-Ain	1	82	1553	
1275	BIBLIOTHEQUE DE NEYRON			PLACE	VICTOR BASCH	MAIRIE	PLACE VICTOR BASCH	1700			Neyron	1	82	2374	
1280	BIBLIOTHEQUE MUNICIPALE					MAIRIE		1510			Ordonnaz	1	82	136	
1282	BIBLIOTHEQUE MUNICIPALE		4	RUE	DE L'ARBEPIN	MAIRIE	4 RUE DE L'ARBEPIN	1430			Outriaz	1	82	274	
1283	Bibliothèque Municipale	Centre culturel Aragon	88		Cours de Verdun	Place Georges Pompidou	88   Cours de Verdun	1100			Oyonnax	1	82	23766	
1284	BIBLIOTHEQUE MUNICIPALE		10	PLACE	DE LA MAIRIE		10 PLACE DE LA MAIRIE	1190			Ozan	1	82	551	
1286	BIBLIOTHEQUE MUNICIPALE	MAIRIE	67	ROUTE DE	SORBIER		67 ROUTE DE SORBIER	1300			Parves	1	82	346	
1288	"Bibliothèque Municipale ""A livre ouvert"""			rue	du Mail		rue du Mail	1630			Péron	1	82	1961	
1291	BIBLIOTHEQUE MUNICIPALE					LE BOURG		1540			Perrex	1	82	858	
1292	Bibliothèque municipale					Chef-Lieu		1260			Le Petit-Abergement	1	82	150	
1293	BIBLIOTHEQUE MUNICIPALE			RUE	DU VILLAGE		RUE DU VILLAGE	1430			Peyriat	1	82	177	
1294	BIBLIOTHEQUE MUNICIPALE					PLACE DE LA POSTE		1300			Peyrieu	1	82	833	
1297	Bibliothèque Municipale			Route de Bourg			Route de Bourg	1120			Pizay	1	82	781	
1298	commune de Plagne					Mairie		1130			Plagne	1	82	111	
1299	BIBLIOTHEQUE MUNICIPALE LE PLANTAY			LE BOURG			LE BOURG	1330			Le Plantay	1	82	551	
1301	BIBLIOTHEQUE MUNICIPALE		41	ROUTE	DE MEZERIAT		41 ROUTE DE MEZERIAT	1310			Polliat	1	82	2425	
1303	BIBLIOTHEQUE ANNE DE CHYPRE			PLACE	NOIRCIER		PLACE NOIRCIER	1450			Poncin	1	82	1618	
1304	BIBLIOTHEQUE MUNICIPALE DE PONT D'AIN		24	RUE	BERNARD LANGLOFF		24 RUE BERNARD LANGLOFF	1160			Pont-d'Ain	1	82	2567	
1305	BIBLIOTHEQUE MUNICIPALE		29	RUE	FRANCHE		29 RUE FRANCHE	1190			Pont-de-Vaux	1	82	2215	
1306	BIBLIOTHEQUE MUNICIPALE		90	GRANDE	RUE		90 GRANDE RUE	1290			Pont-de-Veyle	1	82	1595	
1308	Bibliothèque de Pougny							1550			Pougny	1	82	770	
1313	Bibliotheque Municipale de Prevessin Moens			bat G	le prieuré		bat G le prieuré	1280			Prévessin-Moëns	1	82	5482	
1320	BIBLIOTHEQUE MUNICIPALE		261	RUE	DE LA TOUR		261 RUE DE LA TOUR	1750			Replonges	1	82	3344	
1321	BIBLIOTHEQUE MUNICIPALE		ROUTE	DE MONTAGNAT			ROUTE DE MONTAGNAT	1250			Revonnas	1	82	680	
1322	Bibliothèque municipale de Reyrieux		40	rue	Louis-Antoine Duriat		40 rue Louis-Antoine Duriat	1600			Reyrieux	1	82	4121	
1325	POINT LECTURE			PLACE	DE LA FONTAINE	MAIRIE	PLACE DE LA FONTAINE	1800			Rignieux-le-Franc	1	82	960	
1333	BIBLIOTHEQUE MUNICIPALE					MAIRIE		1390			Saint-André-de-Corcy	1	82	3012	
1336	Bibliothèque Municipale		342	route de la Mairie			342 route de la Mairie	1960			Saint-André-sur-Vieux-Jonc	1	82	1052	
1337	BIBLIOTHEQUE MUNICIPALE					CHAMP CHAUD		1190			Saint-Bénigne	1	82	1146	
1339	Bibliothèque municipale de Saint-Bernard		390	rue de la Saône		Mairie de Saint-Bernard	390 rue de la Saône	1600			Saint-Bernard	1	82	1410	
1342	BIBLIOTHEQUE					MAIRIE DE SAINTE-CROIX		1120			Sainte-Croix	1	82	534	
1343	BIBLIOTHEQUE AU COIN DU LIVRE					65 PLACE DE LA MAIRIE		1380			Saint-Cyr-sur-Menthon	1	82	1595	
1344	MEDIATHEQUE MUNICIPALE L'ODYSSEE		120	RUE	DES ECOLES	MAIRIE	120 RUE DES ECOLES	1000			Saint-Denis-lès-Bourg	1	82	5404	
1345	BIBLIOTHEQUE SANDENIENNE							1500			Saint-Denis-en-Bugey	1	82	2124	
1346	"BIBLIOTHEQUE ""PLAISIR DE LIRE"""		10	ROUTE	DE MONTREVEL		10 ROUTE DE MONTREVEL	1340			Saint-Didier-d'Aussiat	1	82	835	
1347	Bibliotheque municipale Marc Bloch		100	rue	de la mairie		100 rue de la mairie	1600			Saint-Didier-de-Formans	1	82	1849	
1348	BIBLIOTHEQUE MUNICIPALE		1	place de la Fontaine		Mairie	1 place de la Fontaine	1140			Saint-Didier-sur-Chalaronne	1	82	2715	
1349	BIBLIOTHEQUE DE SAINT-ELOI					MAIRIE		1800			Saint-Eloi	1	82	384	
1350	MEDIATHEQUE MUNICIPALE DE LA FONTAINE		19	RUE	DU REVERMONT		19 RUE DU REVERMONT	1370			Saint-Etienne-du-Bois	1	82	2457	
1351	BIBLIOTHEQUE MUNICIPALE		1	Place	des combattants		1 Place des combattants	1140			Saint-Etienne-sur-Chalaronne	1	82	1451	
1353	Bibliothèque municipale		rue	mairie			rue mairie	1600			Sainte-Euphémie	1	82	1426	
1354	MEDIATHEQUE GEORGE SAND		9	rue	de Gex	Espace George Sand	9 rue de Gex	1630			Saint-Genis-Pouilly	1	82	8544	
1355	BIBLIOTHEQUE MUNICIPALE					LE BOURG		1380			Saint-Genis-sur-Menthon	1	82	397	
1356	BIBLIOTHEQUE					MAIRIE		1400			Saint-Georges-sur-Renon	1	82	201	
1357	"Bibliothèque municipale ""Au fil des Pages"""					rue Centrale		1130			Saint-Germain-de-Joux	1	82	506	
1358	MAIRIE		27	PLACE	DE LA CURE		27 PLACE DE LA CURE	1300			Saint-Germain-les-Paroisses	1	82	379	
1360	Biliothèque Lecture pour tous		27	Chemin	Pré Meunier		27 Chemin Pré Meunier	1630			Saint-Jean-de-Gonville	1	82	1483	
1361	BIBLIOTHEQUE MUNICIPALE DE SAINT-JEAN DE NIOST		264	ROUTE	DE PORT GALLAND	MAIRIE DE SAINT-JEAN DE NIOST	264 ROUTE DE PORT GALLAND	1800			Saint-Jean-de-Niost	1	82	1446	
1363	BIBLIOTHEQUE MUNICIPALE			Place de l'église			Place de l'église	1640			Saint-Jean-le-Vieux	1	82	1662	
1364	BIBLIOTHEQUE MUNICIPALE					LE BOURG		1560			Saint-Jean-sur-Reyssouze	1	82	729	
1365	BIBLIOTHEQUE MUNICIPALE					19 IMPASSE DES BORDS DE VEYLE		1290			Saint-Jean-sur-Veyle	1	82	1103	
1366	BIBLIOTHEQUE DE SAINTE-JULIE							1150			Sainte-Julie	1	82	855	
1370	BIBLIOTHEQUE MUNICIPALE		259	RUE	DE LA LEVEE		259 RUE DE LA LEVEE	1750			Saint-Laurent-sur-Saône	1	82	1756	
1371	Médiathèque Saint Marcel		74	Route de Lyon			74 Route de Lyon	1390			Saint-Marcel	1	82	1233	
1373	Bibliothèque municipale				Grande Rue	Mairie	Grande Rue	1430			Saint-Martin-du-Frêne	1	82	1115	
1374	BIBLIOTHEQUE ASSOCIATIVE DE ST MARTIN DU MONT		60	RUE	DE L'EGLISE	AU VILLAGE	60 RUE DE L'EGLISE	1160	0		Saint-Martin-du-Mont	1	82	1610	
1375	"BIBLIOTHEQUE ""LES AMIS DU LIVRE"""							1310			Saint-Martin-le-Châtel	1	82	795	
1376	Bibliothèque Centre Marcel Cochet		1	Avenue	Foch		1 Avenue Foch	1700			Saint-Maurice-de-Beynost	1	82	3912	
1380	BIBLIOTHEQUE MUNICIPALE					LE VILLAGE		1560			Saint-Nizier-le-Bouchoux	1	82	745	
1381	BIBLIOTHEQUE MUNICIPALE							1320			Saint-Nizier-le-Désert	1	82	864	
1383	BIBLIOTHEQUE MUNICIPALE			Place	LOUIS JOURDAN		Place LOUIS JOURDAN	1240			Saint-Paul-de-Varax	1	82	1506	
1384	BIBLIOTHEQUE MUNICIPALE		149	RUE	DU DR TEMPORAL		149 RUE DU DR TEMPORAL	1230			Saint-Rambert-en-Bugey	1	82	2206	
1385	BIBLIOTHEQUE SAINT REMY					MAIRIE		1310			Saint-Rémy	1	82	860	
1386	BIBLIOTHEQUE MUNICIPALE		102	BIS	GRANDE RUE		102 BIS GRANDE RUE	1150			Saint-Sorlin-en-Bugey	1	82	1115	
1388	BIBLIOTHEQUE MUNICIPALE		111		GRANDE RUE		111   GRANDE RUE	1560			Saint-Trivier-de-Courtes	1	82	1005	
1389	Bibliothèque Associative Utingeoise	Mairie						1990			Saint-Trivier-sur-Moignans	1	82	1905	
